,degree,fanout,fanin
FGF13,0.0,0.0,1.0
FGF12,0.0,0.0,1.0
FGF11,0.0,0.0,1.0
FGF10,11.0,11.0,1.0
FGF17,11.0,11.0,1.0
FGF16,11.0,11.0,1.0
FGF14,1.0,1.0,1.0
VCAM1,9.0,9.0,1.0
MNAT1,2.0,2.0,1.0
SEMA3A,1.0,1.0,1.0
TPSB2,1.0,1.0,1.0
SEMA3B,1.0,1.0,1.0
SEMA3E,1.0,1.0,1.0
SEMA3D,1.0,1.0,1.0
SEMA3G,1.0,1.0,1.0
SEMA3F,1.0,1.0,1.0
SYCP2L,0.0,0.0,1.0
GLT6D1,0.0,0.0,1.0
BCHE,0.0,0.0,1.0
GLP2R,1.0,1.0,1.0
SLC25A30,0.0,0.0,1.0
OXNAD1,0.0,0.0,1.0
DESI2,0.0,0.0,1.0
SLC25A33,0.0,0.0,1.0
DESI1,0.0,0.0,1.0
ZNF251,1.0,1.0,1.0
ZNF250,1.0,1.0,1.0
ZNF253,1.0,1.0,1.0
SLC25A32,0.0,0.0,1.0
ZNF254,1.0,1.0,1.0
ZNF257,1.0,1.0,1.0
ZNF256,1.0,1.0,1.0
DERA,1.0,1.0,1.0
TMEM183A,0.0,0.0,1.0
KCNJ13,1.0,1.0,1.0
KCNJ12,2.0,2.0,1.0
KCNJ11,3.0,3.0,1.0
KCNJ10,2.0,2.0,1.0
TFAM,2.0,2.0,1.0
KCNJ16,1.0,1.0,1.0
KCNJ15,1.0,1.0,1.0
KCNJ14,2.0,2.0,1.0
TMX4,0.0,0.0,1.0
AR,4.0,4.0,1.0
TMX1,0.0,0.0,1.0
TMX3,0.0,0.0,1.0
TMX2,0.0,0.0,1.0
C20orf85,0.0,0.0,1.0
C1QTNF8,0.0,0.0,1.0
C1QTNF9,0.0,0.0,1.0
OR2M1P,0.0,0.0,1.0
GPR148,0.0,0.0,1.0
C1QTNF2,0.0,0.0,1.0
C1QTNF3,0.0,0.0,1.0
OR56B4,1.0,1.0,1.0
C1QTNF1,0.0,0.0,1.0
C1QTNF6,0.0,0.0,1.0
C1QTNF7,0.0,0.0,1.0
C1QTNF4,0.0,0.0,1.0
C1QTNF5,0.0,0.0,1.0
KCNT1,0.0,0.0,1.0
CREB3L3,32.0,32.0,1.0
MLC1,0.0,0.0,1.0
CREB3L4,32.0,32.0,1.0
TUBA1B,12.0,12.0,1.0
TLCD2,0.0,0.0,1.0
TLCD1,0.0,0.0,1.0
C17orf77,0.0,0.0,1.0
C17orf75,0.0,0.0,1.0
C17orf78,0.0,0.0,1.0
OR2L5,1.0,1.0,1.0
OR2L2,1.0,1.0,1.0
RARS2,1.0,1.0,1.0
EGLN2,3.0,3.0,1.0
OR2L8,1.0,1.0,1.0
NDUFAB1,12.0,12.0,1.0
C6orf120,0.0,0.0,1.0
CDC42SE2,0.0,0.0,1.0
CDC42SE1,0.0,0.0,1.0
OR5AK2,1.0,1.0,1.0
HEBP1,0.0,0.0,1.0
HEBP2,0.0,0.0,1.0
VAC14,2.0,2.0,1.0
DUS2,0.0,0.0,1.0
ASH1L-AS1,0.0,0.0,1.0
IWS1,0.0,0.0,1.0
APRT,1.0,1.0,1.0
C19orf53,0.0,0.0,1.0
L2HGDH,1.0,1.0,1.0
C19orf57,0.0,0.0,1.0
C19orf54,0.0,0.0,1.0
LECT2,0.0,0.0,1.0
ATF7IP2,0.0,0.0,1.0
PRR12,0.0,0.0,1.0
PRR13,0.0,0.0,1.0
PRR11,0.0,0.0,1.0
PRR16,0.0,0.0,1.0
PRR14,0.0,0.0,1.0
PRR15,0.0,0.0,1.0
PRR18,0.0,0.0,1.0
PRR19,0.0,0.0,1.0
CLPSL1,0.0,0.0,1.0
CLPSL2,0.0,0.0,1.0
MAPT-IT1,0.0,0.0,1.0
PUM2,1.0,1.0,1.0
PUM1,1.0,1.0,1.0
RAD1,1.0,1.0,1.0
IFNL1,2.0,2.0,1.0
IFNL2,2.0,2.0,1.0
IFNL3,2.0,2.0,1.0
LINC00032,0.0,0.0,1.0
MRFAP1L1,0.0,0.0,1.0
NAALADL2,0.0,0.0,1.0
TIMM13,0.0,0.0,1.0
TIMM10,0.0,0.0,1.0
OPCML,0.0,0.0,1.0
C12orf56,0.0,0.0,1.0
ANHX,0.0,0.0,1.0
AKTIP,0.0,0.0,1.0
BMS1P5,0.0,0.0,1.0
BMS1P4,0.0,0.0,1.0
LRRC74B,0.0,0.0,1.0
ZC3H8,0.0,0.0,1.0
LRR1,0.0,0.0,1.0
ZC3H3,0.0,0.0,1.0
COL22A1,1.0,1.0,1.0
ZC3H4,0.0,0.0,1.0
ZC3H6,0.0,0.0,1.0
RIMKLB,0.0,0.0,1.0
WDPCP,0.0,0.0,1.0
CYP2J2,6.0,6.0,1.0
TNFRSF10C,2.0,2.0,1.0
TNFRSF10B,10.0,10.0,1.0
XIAP,13.0,13.0,1.0
TNFRSF10D,2.0,2.0,1.0
CLCA2,2.0,2.0,1.0
NUP88,2.0,2.0,1.0
CLCA1,2.0,2.0,1.0
CLCA4,2.0,2.0,1.0
FAM186B,0.0,0.0,1.0
FAM186A,0.0,0.0,1.0
WFDC10B,0.0,0.0,1.0
WFDC10A,0.0,0.0,1.0
HTR7,4.0,4.0,1.0
PLEKHD1,0.0,0.0,1.0
ADGRB2,0.0,0.0,1.0
TAF7,1.0,1.0,1.0
OSCP1,0.0,0.0,1.0
CYP20A1,0.0,0.0,1.0
OR7C1,1.0,1.0,1.0
BPHL,0.0,0.0,1.0
OR14A16,1.0,1.0,1.0
RNF25,0.0,0.0,1.0
RNF24,0.0,0.0,1.0
RNF26,0.0,0.0,1.0
RNF20,0.0,0.0,1.0
ANKRD28,0.0,0.0,1.0
ZNF732,1.0,1.0,1.0
ZNF730,1.0,1.0,1.0
ZNF736,1.0,1.0,1.0
ZNF737,1.0,1.0,1.0
ZNF735,1.0,1.0,1.0
UBIAD1,0.0,0.0,1.0
ZNF738,1.0,1.0,1.0
NMT1,0.0,0.0,1.0
SLC43A1,0.0,0.0,1.0
A2ML1,0.0,0.0,1.0
RADIL,0.0,0.0,1.0
CLEC18C,0.0,0.0,1.0
TOX,0.0,0.0,1.0
PCID2,0.0,0.0,1.0
TOM1,0.0,0.0,1.0
SPARCL1,0.0,0.0,1.0
MYOT,0.0,0.0,1.0
MYOC,0.0,0.0,1.0
HMOX2,2.0,2.0,1.0
OR11G2,1.0,1.0,1.0
MYOF,0.0,0.0,1.0
TMEM41A,0.0,0.0,1.0
TMEM41B,0.0,0.0,1.0
SLCO5A1,0.0,0.0,1.0
CNOT8,1.0,1.0,1.0
NHS,0.0,0.0,1.0
CNOT3,1.0,1.0,1.0
APOL6,0.0,0.0,1.0
APOL5,0.0,0.0,1.0
APOL4,0.0,0.0,1.0
APOL3,0.0,0.0,1.0
APOL2,0.0,0.0,1.0
APOL1,1.0,1.0,1.0
RNMT,1.0,1.0,1.0
NOS1,12.0,12.0,1.0
NOS2,18.0,18.0,1.0
NOS3,17.0,17.0,1.0
LINC00940,0.0,0.0,1.0
DDX11L2,0.0,0.0,1.0
YARS2,1.0,1.0,1.0
LCP2,7.0,7.0,1.0
LCP1,0.0,0.0,1.0
GNB1L,0.0,0.0,1.0
DDX10,0.0,0.0,1.0
MYO6,2.0,2.0,1.0
RPP14,0.0,0.0,1.0
EAPP,0.0,0.0,1.0
GNPDA2,1.0,1.0,1.0
ZFPM1,0.0,0.0,1.0
INSRR,2.0,2.0,1.0
PCK2,12.0,12.0,1.0
GCM1,0.0,0.0,1.0
RASAL3,1.0,1.0,1.0
GCM2,0.0,0.0,1.0
URGCP,0.0,0.0,1.0
EGF,30.0,30.0,1.0
SMAGP,0.0,0.0,1.0
SLC12A5,1.0,1.0,1.0
SLC12A4,0.0,0.0,1.0
SLC12A7,1.0,1.0,1.0
SLC12A6,0.0,0.0,1.0
SLC12A1,0.0,0.0,1.0
SLC12A3,0.0,0.0,1.0
SLC12A2,3.0,3.0,1.0
SLC12A9,0.0,0.0,1.0
SLC12A8,0.0,0.0,1.0
VSIG10L,0.0,0.0,1.0
MRVI1,0.0,0.0,1.0
XYLT2,2.0,2.0,1.0
XYLT1,2.0,2.0,1.0
TESK1,0.0,0.0,1.0
TESK2,0.0,0.0,1.0
IFITM2,0.0,0.0,1.0
LEPROTL1,0.0,0.0,1.0
EFCC1,0.0,0.0,1.0
VWC2,0.0,0.0,1.0
CCDC127,0.0,0.0,1.0
CCDC126,0.0,0.0,1.0
CCDC125,0.0,0.0,1.0
CCDC124,0.0,0.0,1.0
SLC11A2,5.0,5.0,1.0
CCDC122,0.0,0.0,1.0
CCDC121,0.0,0.0,1.0
CCDC120,0.0,0.0,1.0
ZIK1,1.0,1.0,1.0
ITPKA,3.0,3.0,1.0
STK26,0.0,0.0,1.0
STK25,0.0,0.0,1.0
ITPKB,3.0,3.0,1.0
MYT1,0.0,0.0,1.0
L1TD1,0.0,0.0,1.0
PDE5A,2.0,2.0,1.0
PKM,7.0,7.0,1.0
ITPK1,2.0,2.0,1.0
SMIM3,0.0,0.0,1.0
GUCY1B2,0.0,0.0,1.0
TUBB2A,10.0,10.0,1.0
TUBB2B,10.0,10.0,1.0
RNF216,0.0,0.0,1.0
CEP170,0.0,0.0,1.0
COMTD1,0.0,0.0,1.0
LGALS14,0.0,0.0,1.0
NAPRT,1.0,1.0,1.0
DTYMK,1.0,1.0,1.0
LINC00994,0.0,0.0,1.0
PIWIL3,0.0,0.0,1.0
PIWIL2,0.0,0.0,1.0
CHAD,4.0,4.0,1.0
LINC00999,0.0,0.0,1.0
CHAT,2.0,2.0,1.0
MXD4,0.0,0.0,1.0
MXD3,0.0,0.0,1.0
MXD1,0.0,0.0,1.0
SPDYA,2.0,2.0,1.0
SPDYC,2.0,2.0,1.0
MED21,0.0,0.0,1.0
DNMBP,0.0,0.0,1.0
ADORA3,3.0,3.0,1.0
ASL,1.0,1.0,1.0
ATP6V0B,9.0,9.0,1.0
ATP6V0C,10.0,10.0,1.0
MED22,0.0,0.0,1.0
GKN1,0.0,0.0,1.0
GKN2,0.0,0.0,1.0
COL5A2,1.0,1.0,1.0
COL5A3,1.0,1.0,1.0
LAMP5,0.0,0.0,1.0
COL5A1,1.0,1.0,1.0
LAMP3,1.0,1.0,1.0
LAMP2,4.0,4.0,1.0
LAMP1,4.0,4.0,1.0
PDCD7,0.0,0.0,1.0
NAT16,0.0,0.0,1.0
NAT14,0.0,0.0,1.0
DUT,2.0,2.0,1.0
NAT10,1.0,1.0,1.0
NELFCD,1.0,1.0,1.0
PDCD2,0.0,0.0,1.0
ALDH2,12.0,12.0,1.0
LENG1,0.0,0.0,1.0
NPFF,1.0,1.0,1.0
TCF23,0.0,0.0,1.0
LENG9,0.0,0.0,1.0
LENG8,0.0,0.0,1.0
DUSP5P1,0.0,0.0,1.0
UQCR10,12.0,12.0,1.0
UQCR11,12.0,12.0,1.0
RPRD1A,0.0,0.0,1.0
CXorf38,0.0,0.0,1.0
MIR375,1.0,1.0,1.0
GABARAPL1,6.0,6.0,1.0
ASAH1,3.0,3.0,1.0
ASAH2,2.0,2.0,1.0
MIR373,1.0,1.0,1.0
OR4Q3,1.0,1.0,1.0
PRR3,0.0,0.0,1.0
PRR4,0.0,0.0,1.0
PRR5,1.0,1.0,1.0
PRR7,0.0,0.0,1.0
FASTK,0.0,0.0,1.0
DVL3,15.0,15.0,1.0
KDM4A,0.0,0.0,1.0
DVL1,15.0,15.0,1.0
KDM4E,0.0,0.0,1.0
KDM4D,0.0,0.0,1.0
CRACR2A,0.0,0.0,1.0
KANSL2,0.0,0.0,1.0
PSME4,1.0,1.0,1.0
PSME2,2.0,2.0,1.0
PSME3,3.0,3.0,1.0
PSME1,2.0,2.0,1.0
ZNF69,0.0,0.0,1.0
MTSS1,0.0,0.0,1.0
FAM227B,0.0,0.0,1.0
FAM227A,0.0,0.0,1.0
TOPBP1,1.0,1.0,1.0
CLEC4GP1,0.0,0.0,1.0
ARFGEF1,1.0,1.0,1.0
MIR205HG,0.0,0.0,1.0
ITSN2,0.0,0.0,1.0
MIR663AHG,0.0,0.0,1.0
ARFGEF3,0.0,0.0,1.0
GRHPR,2.0,2.0,1.0
CYP2W1,1.0,1.0,1.0
PSMC3IP,0.0,0.0,1.0
FURIN,1.0,1.0,1.0
PHF3,0.0,0.0,1.0
ADM5,0.0,0.0,1.0
TAGLN2,0.0,0.0,1.0
GJD4,0.0,0.0,1.0
GJD3,0.0,0.0,1.0
GJD2,1.0,1.0,1.0
ADM2,2.0,2.0,1.0
LOC440602,0.0,0.0,1.0
ZMYND8,0.0,0.0,1.0
NARS2,1.0,1.0,1.0
NAIP,5.0,5.0,1.0
MIPOL1,0.0,0.0,1.0
GMPR,1.0,1.0,1.0
GMPS,2.0,2.0,1.0
DHODH,1.0,1.0,1.0
CCER1,0.0,0.0,1.0
NCAPH,0.0,0.0,1.0
NCAPG,0.0,0.0,1.0
SEL1L,1.0,1.0,1.0
CIAO1,0.0,0.0,1.0
NOP10,1.0,1.0,1.0
EXOC3L4,0.0,0.0,1.0
NOP14,0.0,0.0,1.0
EXOC3L1,0.0,0.0,1.0
NOP16,0.0,0.0,1.0
POM121,2.0,2.0,1.0
TMEM174,0.0,0.0,1.0
OR2A9P,0.0,0.0,1.0
TMEM175,0.0,0.0,1.0
NONO,0.0,0.0,1.0
SLC25A51P1,0.0,0.0,1.0
TRPM8,1.0,1.0,1.0
LSM14A,0.0,0.0,1.0
TRPM4,1.0,1.0,1.0
TRPM5,1.0,1.0,1.0
TRPM6,1.0,1.0,1.0
TRPM7,4.0,4.0,1.0
TRPM1,0.0,0.0,1.0
TRPM2,2.0,2.0,1.0
TRPM3,0.0,0.0,1.0
SULT1C3,0.0,0.0,1.0
SULT1C2,0.0,0.0,1.0
METRN,0.0,0.0,1.0
PARP1,5.0,5.0,1.0
FAN1,1.0,1.0,1.0
EPN3,1.0,1.0,1.0
EPN2,1.0,1.0,1.0
APOLD1,0.0,0.0,1.0
C11orf68,0.0,0.0,1.0
C11orf65,0.0,0.0,1.0
TFDP3,0.0,0.0,1.0
TFDP2,1.0,1.0,1.0
TFDP1,2.0,2.0,1.0
EIF3C,0.0,0.0,1.0
MIS18A,0.0,0.0,1.0
EIF3D,0.0,0.0,1.0
CCR1,5.0,5.0,1.0
CCR2,3.0,3.0,1.0
CCR3,6.0,6.0,1.0
CCR4,5.0,5.0,1.0
RHOT1,1.0,1.0,1.0
CCR6,3.0,3.0,1.0
CCR7,3.0,3.0,1.0
CCR8,5.0,5.0,1.0
CCR9,4.0,4.0,1.0
BCAS4,0.0,0.0,1.0
BCAS2,1.0,1.0,1.0
BCAS3,0.0,0.0,1.0
BCAS1,0.0,0.0,1.0
PABPC1L,2.0,2.0,1.0
CD81,3.0,3.0,1.0
CD80,11.0,11.0,1.0
CD83,0.0,0.0,1.0
CD82,1.0,1.0,1.0
CD84,0.0,0.0,1.0
CD86,13.0,13.0,1.0
SLC8A1,12.0,12.0,1.0
IDI2-AS1,0.0,0.0,1.0
SLC8A3,12.0,12.0,1.0
SLC8A2,12.0,12.0,1.0
ZBED1,0.0,0.0,1.0
ZBED2,0.0,0.0,1.0
ZBED3,0.0,0.0,1.0
BNIP3L,1.0,1.0,1.0
ZBED5,0.0,0.0,1.0
ZBED9,0.0,0.0,1.0
CD8A,6.0,6.0,1.0
CD8B,6.0,6.0,1.0
ARMC12,0.0,0.0,1.0
GALNT16,2.0,2.0,1.0
PORCN,1.0,1.0,1.0
GALNT14,2.0,2.0,1.0
GALNT15,2.0,2.0,1.0
GALNT12,2.0,2.0,1.0
GALNT13,2.0,2.0,1.0
GALNT10,2.0,2.0,1.0
GALNT11,2.0,2.0,1.0
RPL34-AS1,0.0,0.0,1.0
CDS1,2.0,2.0,1.0
CDS2,2.0,2.0,1.0
GALNT18,2.0,2.0,1.0
LOC554206,0.0,0.0,1.0
HARS2,1.0,1.0,1.0
CDKN2C,4.0,4.0,1.0
LIMK2,4.0,4.0,1.0
CCDC74B,0.0,0.0,1.0
CCDC74A,0.0,0.0,1.0
LIMK1,5.0,5.0,1.0
S100P,0.0,0.0,1.0
CRIPAK,0.0,0.0,1.0
S100G,1.0,1.0,1.0
S100B,0.0,0.0,1.0
BRI3,0.0,0.0,1.0
PPL,0.0,0.0,1.0
NFATC3,19.0,19.0,1.0
PPY,1.0,1.0,1.0
CLDN23,5.0,5.0,1.0
CLDN22,5.0,5.0,1.0
CYP4V2,0.0,0.0,1.0
CLDN20,5.0,5.0,1.0
CLDN25,5.0,5.0,1.0
CLDN24,5.0,5.0,1.0
MIR324,1.0,1.0,1.0
THG1L,0.0,0.0,1.0
ZNF865,0.0,0.0,1.0
ZNF862,0.0,0.0,1.0
ZNF860,1.0,1.0,1.0
ZNF512B,0.0,0.0,1.0
MDFI,0.0,0.0,1.0
GSS,3.0,3.0,1.0
KLRB1,1.0,1.0,1.0
AP5B1,0.0,0.0,1.0
LAT2,0.0,0.0,1.0
NME1-NME2,3.0,3.0,1.0
DHCR7,1.0,1.0,1.0
CASP10,5.0,5.0,1.0
GSC,0.0,0.0,1.0
AFG3L2,1.0,1.0,1.0
CASP14,0.0,0.0,1.0
TATDN3,0.0,0.0,1.0
RASIP1,0.0,0.0,1.0
TATDN2,0.0,0.0,1.0
C18orf63,0.0,0.0,1.0
GSN,3.0,3.0,1.0
ZFP1,1.0,1.0,1.0
ZFP2,0.0,0.0,1.0
ZFP3,0.0,0.0,1.0
SPACA5B,0.0,0.0,1.0
KIAA0825,0.0,0.0,1.0
SERPINB8,0.0,0.0,1.0
PTBP3,0.0,0.0,1.0
RPIA,1.0,1.0,1.0
PTBP1,0.0,0.0,1.0
ATP2B1,9.0,9.0,1.0
CACNA2D3,7.0,7.0,1.0
ATP2B3,9.0,9.0,1.0
PRAP1,1.0,1.0,1.0
ATP2B4,9.0,9.0,1.0
CACNA2D4,7.0,7.0,1.0
CACNG4,7.0,7.0,1.0
XRN1,2.0,2.0,1.0
XRN2,2.0,2.0,1.0
PTGES3L-AARSD1,0.0,0.0,1.0
RBBP8NL,0.0,0.0,1.0
RFC3,3.0,3.0,1.0
PABPC1,2.0,2.0,1.0
CACNG5,7.0,7.0,1.0
PABPC4,2.0,2.0,1.0
PABPC5,2.0,2.0,1.0
DQX1,0.0,0.0,1.0
RFC2,3.0,3.0,1.0
C3AR1,4.0,4.0,1.0
GOLPH3,0.0,0.0,1.0
PIK3R6,11.0,11.0,1.0
PPME1,0.0,0.0,1.0
PIK3R4,9.0,9.0,1.0
PIK3R3,98.0,98.0,1.0
PIK3R2,98.0,98.0,1.0
PIK3R1,98.0,98.0,1.0
CTNNBL1,1.0,1.0,1.0
PTPRN2,1.0,1.0,1.0
HSF2BP,0.0,0.0,1.0
PTCRA,2.0,2.0,1.0
CATSPER2P1,0.0,0.0,1.0
TUBAL3,12.0,12.0,1.0
GPC1,2.0,2.0,1.0
SLC51A,1.0,1.0,1.0
SLC51B,1.0,1.0,1.0
RTN4RL1,0.0,0.0,1.0
RTN4RL2,0.0,0.0,1.0
TOMM40L,2.0,2.0,1.0
ATP8B5P,0.0,0.0,1.0
TMEM202,0.0,0.0,1.0
OR7E91P,0.0,0.0,1.0
IDS,2.0,2.0,1.0
SPANXC,0.0,0.0,1.0
RBKS,1.0,1.0,1.0
CCL1,3.0,3.0,1.0
GLIPR1L1,0.0,0.0,1.0
HEPH,2.0,2.0,1.0
TNFAIP8L3,0.0,0.0,1.0
IDE,2.0,2.0,1.0
NCAM1,3.0,3.0,1.0
NCAM2,3.0,3.0,1.0
CCL7,4.0,4.0,1.0
SORL1,0.0,0.0,1.0
TICAM1,16.0,16.0,1.0
TICAM2,7.0,7.0,1.0
TNFAIP8L1,0.0,0.0,1.0
CGN,1.0,1.0,1.0
CGA,9.0,9.0,1.0
HIATL1,0.0,0.0,1.0
HIATL2,0.0,0.0,1.0
CGB,0.0,0.0,1.0
POLD1,5.0,5.0,1.0
POLD2,5.0,5.0,1.0
POLD3,5.0,5.0,1.0
POLD4,5.0,5.0,1.0
REEP1,0.0,0.0,1.0
REEP3,0.0,0.0,1.0
REEP2,0.0,0.0,1.0
REEP5,0.0,0.0,1.0
REEP4,0.0,0.0,1.0
PI4KAP2,0.0,0.0,1.0
REEP6,0.0,0.0,1.0
SEC22C,0.0,0.0,1.0
CECR2,0.0,0.0,1.0
CECR3,0.0,0.0,1.0
SREK1IP1,0.0,0.0,1.0
TSKS,0.0,0.0,1.0
NUB1,0.0,0.0,1.0
ARL6IP6,0.0,0.0,1.0
ARL6IP5,0.0,0.0,1.0
ARL6IP4,0.0,0.0,1.0
ARL6IP1,0.0,0.0,1.0
FEV,1.0,1.0,1.0
FER,1.0,1.0,1.0
FES,1.0,1.0,1.0
MAPK8IP1,1.0,1.0,1.0
MAPK8IP2,1.0,1.0,1.0
MAPK8IP3,1.0,1.0,1.0
ID4,2.0,2.0,1.0
ID2,4.0,4.0,1.0
ID3,2.0,2.0,1.0
ID1,4.0,4.0,1.0
MGME1,0.0,0.0,1.0
CASC16,0.0,0.0,1.0
CASC15,0.0,0.0,1.0
SLFNL1,0.0,0.0,1.0
CPAMD8,0.0,0.0,1.0
SEC31B,1.0,1.0,1.0
SEC31A,1.0,1.0,1.0
UBOX5,1.0,1.0,1.0
ANKRD6,0.0,0.0,1.0
ANKRD7,0.0,0.0,1.0
ANKRD1,0.0,0.0,1.0
ANKRD2,0.0,0.0,1.0
ANKRD9,0.0,0.0,1.0
AHDC1,0.0,0.0,1.0
TPTE2,0.0,0.0,1.0
GLI1,4.0,4.0,1.0
GLI4,0.0,0.0,1.0
DISP1,1.0,1.0,1.0
DISP2,0.0,0.0,1.0
LONP2,0.0,0.0,1.0
PDGFA,18.0,18.0,1.0
PDGFB,19.0,19.0,1.0
PDGFC,12.0,12.0,1.0
PDGFD,12.0,12.0,1.0
ORC6,1.0,1.0,1.0
ORC4,1.0,1.0,1.0
ORC5,1.0,1.0,1.0
ORC2,1.0,1.0,1.0
ORC3,1.0,1.0,1.0
ORC1,1.0,1.0,1.0
DMKN,0.0,0.0,1.0
CSN1S2AP,0.0,0.0,1.0
RCC1,0.0,0.0,1.0
RCC2,0.0,0.0,1.0
MIR194-1,1.0,1.0,1.0
MIR194-2,1.0,1.0,1.0
GSTK1,5.0,5.0,1.0
DUOXA1,0.0,0.0,1.0
DUOXA2,1.0,1.0,1.0
FHIT,3.0,3.0,1.0
FTMT,1.0,1.0,1.0
TRAM1L1,1.0,1.0,1.0
B2M,6.0,6.0,1.0
AGL,1.0,1.0,1.0
MRGPRG-AS1,0.0,0.0,1.0
SQLE,1.0,1.0,1.0
NR0B2,1.0,1.0,1.0
NR0B1,1.0,1.0,1.0
SPTLC2,2.0,2.0,1.0
SPTLC3,2.0,2.0,1.0
SPTLC1,2.0,2.0,1.0
ABCD1,2.0,2.0,1.0
ABCD3,2.0,2.0,1.0
ABCD2,2.0,2.0,1.0
ABCD4,2.0,2.0,1.0
C2CD3,0.0,0.0,1.0
C2CD2,0.0,0.0,1.0
OSGEP,0.0,0.0,1.0
C2CD5,0.0,0.0,1.0
RRBP1,1.0,1.0,1.0
BAK1,32.0,32.0,1.0
SBSN,0.0,0.0,1.0
CSN2,1.0,1.0,1.0
CSN3,0.0,0.0,1.0
DGAT1,3.0,3.0,1.0
KIR2DS4,2.0,2.0,1.0
DGAT2,2.0,2.0,1.0
RNU5F-1,1.0,1.0,1.0
GRAP2,1.0,1.0,1.0
SOBP,0.0,0.0,1.0
DSEL,1.0,1.0,1.0
TRAM1,1.0,1.0,1.0
GRAPL,0.0,0.0,1.0
GATAD2B,0.0,0.0,1.0
CNTFR,2.0,2.0,1.0
TACR3,2.0,2.0,1.0
TACR2,2.0,2.0,1.0
TACR1,2.0,2.0,1.0
KCNH5,0.0,0.0,1.0
KCNH4,0.0,0.0,1.0
KCNH7,0.0,0.0,1.0
KCNH6,0.0,0.0,1.0
KCNH1,0.0,0.0,1.0
KCNH3,0.0,0.0,1.0
KCNH2,0.0,0.0,1.0
KCNH8,0.0,0.0,1.0
SLC28A2,0.0,0.0,1.0
SERBP1,0.0,0.0,1.0
ZNF296,0.0,0.0,1.0
PIK3CB,100.0,100.0,1.0
ZNF292,0.0,0.0,1.0
SLC28A1,0.0,0.0,1.0
NUP133,2.0,2.0,1.0
PRNP,3.0,3.0,1.0
NDUFAF5,1.0,1.0,1.0
KIAA0586,0.0,0.0,1.0
NDUFAF7,1.0,1.0,1.0
NDUFAF6,1.0,1.0,1.0
NDUFAF1,1.0,1.0,1.0
NDUFAF3,1.0,1.0,1.0
NDUFAF2,1.0,1.0,1.0
OR2H2,1.0,1.0,1.0
TRAM2,0.0,0.0,1.0
SZT2,0.0,0.0,1.0
FAM71E1,0.0,0.0,1.0
SNORD18C,0.0,0.0,1.0
SNORD18B,0.0,0.0,1.0
BARX2,0.0,0.0,1.0
PRND,0.0,0.0,1.0
CABYR,0.0,0.0,1.0
BARX1,0.0,0.0,1.0
SH2B2,2.0,2.0,1.0
PRKAR1A,1.0,1.0,1.0
PRKAR1B,1.0,1.0,1.0
C19orf18,0.0,0.0,1.0
SAR1A,2.0,2.0,1.0
SAR1B,2.0,2.0,1.0
C19orf12,0.0,0.0,1.0
NIPSNAP1,0.0,0.0,1.0
MIR19B2,1.0,1.0,1.0
DCAKD,0.0,0.0,1.0
TSPO2,0.0,0.0,1.0
UNK,0.0,0.0,1.0
PGLYRP3,0.0,0.0,1.0
PGLYRP1,0.0,0.0,1.0
ACRV1,0.0,0.0,1.0
PGLYRP4,0.0,0.0,1.0
BIN1,2.0,2.0,1.0
BIN3,0.0,0.0,1.0
BIN2,0.0,0.0,1.0
RGS22,0.0,0.0,1.0
RGS20,0.0,0.0,1.0
FAM86C2P,0.0,0.0,1.0
PIPSL,0.0,0.0,1.0
LTB4R,1.0,1.0,1.0
TIMM50,0.0,0.0,1.0
UTS2,1.0,1.0,1.0
ALKBH6,0.0,0.0,1.0
PLB1,6.0,6.0,1.0
SASH3,0.0,0.0,1.0
SASH1,0.0,0.0,1.0
ALKBH5,0.0,0.0,1.0
CYB5A,0.0,0.0,1.0
CYB5B,0.0,0.0,1.0
RALB,6.0,6.0,1.0
IGDCC3,0.0,0.0,1.0
IGDCC4,0.0,0.0,1.0
HLA-DMA,23.0,23.0,1.0
SYTL5,0.0,0.0,1.0
SYTL4,0.0,0.0,1.0
PCK1,12.0,12.0,1.0
SYTL1,0.0,0.0,1.0
SYTL3,0.0,0.0,1.0
SYTL2,0.0,0.0,1.0
OR51Q1,1.0,1.0,1.0
OR10K2,1.0,1.0,1.0
OR10K1,1.0,1.0,1.0
OR10G4,1.0,1.0,1.0
FAM182B,0.0,0.0,1.0
VOPP1,0.0,0.0,1.0
PLEKHH3,0.0,0.0,1.0
PLEKHH2,0.0,0.0,1.0
PLEKHH1,0.0,0.0,1.0
ESRP2,0.0,0.0,1.0
ESRP1,0.0,0.0,1.0
ZMPSTE24,1.0,1.0,1.0
MRPL36,1.0,1.0,1.0
MRPL37,0.0,0.0,1.0
MRPL34,1.0,1.0,1.0
MRPL35,1.0,1.0,1.0
MRPL32,1.0,1.0,1.0
MRPL33,1.0,1.0,1.0
MRPL30,1.0,1.0,1.0
CLEC17A,0.0,0.0,1.0
MRPL38,0.0,0.0,1.0
MRPL39,0.0,0.0,1.0
FAM92B,0.0,0.0,1.0
DMRTC1,0.0,0.0,1.0
DMRTC2,0.0,0.0,1.0
THOC3,2.0,2.0,1.0
THOC2,2.0,2.0,1.0
THOC1,2.0,2.0,1.0
THOC7,1.0,1.0,1.0
THOC6,1.0,1.0,1.0
THOC5,1.0,1.0,1.0
MIR128-1,1.0,1.0,1.0
MIR128-2,1.0,1.0,1.0
ZNF670,1.0,1.0,1.0
